"instant","dteday","season","yr","mnth","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","rentals"
692,"2012-11-22","Fall",1,11,"Yes",4,"No","Clear",7.98,0.350371,58.0417,3.5423436,955,1470,2425
693,"2012-11-23","Fall",1,11,"No",5,"Yes","Clear",9.311651,0.378779,56.875,9.917407,1603,2307,3910
694,"2012-11-24","Fall",1,11,"No",6,"No","Clear",5.081651,0.248742,40.4583,25.250357,532,1745,2277
695,"2012-11-25","Fall",1,11,"No",0,"No","Clear",3.554151,0.257583,46.8333,10.0835,309,2115,2424
696,"2012-11-26","Fall",1,11,"No",1,"Yes","Clear",6.726651,0.339004,53.5417,3.12555,337,4750,5087
697,"2012-11-27","Fall",1,11,"No",2,"Yes","Few Clouds",5.708349,0.281558,78.6667,15.916654,123,3836,3959
698,"2012-11-28","Fall",1,11,"No",3,"Yes","Clear",5.943349,0.289762,50.625,14.125007,198,5062,5260
699,"2012-11-29","Fall",1,11,"No",4,"Yes","Clear",5.20089,0.298422,55.5652,7.739974,243,5080,5323
700,"2012-11-30","Fall",1,11,"No",5,"Yes","Clear",6.021651,0.323867,64.9583,3.9175436,362,5306,5668
701,"2012-12-01","Fall",1,12,"No",6,"No","Few Clouds",6.021651,0.316904,80.6667,4.0001814,951,4240,5191
702,"2012-12-02","Fall",1,12,"No",0,"No","Few Clouds",8.3325,0.359208,82.3333,8.333393,892,3757,4649
703,"2012-12-03","Fall",1,12,"No",1,"Yes","Clear",13.2675,0.455796,76.75,5.5422936,555,5679,6234
704,"2012-12-04","Fall",1,12,"No",2,"Yes","Clear",14.364151,0.469054,73.375,11.666643,551,6055,6606
705,"2012-12-05","Fall",1,12,"No",3,"Yes","Clear",12.601651,0.428012,48.5,21.709407,331,5398,5729
706,"2012-12-06","Fall",1,12,"No",4,"Yes","Clear",4.024151,0.258204,50.875,11.708518,340,5035,5375
707,"2012-12-07","Fall",1,12,"No",5,"Yes","Few Clouds",7.079151,0.321958,76.4167,8.7502,349,4659,5008
708,"2012-12-08","Fall",1,12,"No",6,"No","Few Clouds",9.938349,0.389508,91.125,6.792393,1153,4429,5582
709,"2012-12-09","Fall",1,12,"No",0,"No","Few Clouds",10.055849,0.390146,90.5417,10.584325,441,2787,3228
710,"2012-12-10","Fall",1,12,"No",1,"Yes","Few Clouds",12.484151,0.435575,92.5,12.750636,329,4841,5170
711,"2012-12-11","Fall",1,12,"No",2,"Yes","Few Clouds",8.606651,0.338363,59.6667,19.834479,282,5219,5501
712,"2012-12-12","Fall",1,12,"No",3,"Yes","Few Clouds",5.9825,0.297338,53.8333,10.916779,310,5009,5319
713,"2012-12-13","Fall",1,12,"No",4,"Yes","Clear",5.904151,0.294188,48.5833,11.666643,425,5107,5532
714,"2012-12-14","Fall",1,12,"No",5,"Yes","Clear",5.238349,0.294192,64.2917,8.792343,429,5182,5611
715,"2012-12-15","Fall",1,12,"No",6,"No","Clear",7.235849,0.338383,65.0417,7.12545,767,4280,5047
716,"2012-12-16","Fall",1,12,"No",0,"No","Few Clouds",9.0375,0.369938,83.875,6.749714,538,3248,3786
717,"2012-12-17","Fall",1,12,"No",1,"Yes","Few Clouds",10.486651,0.4015,90.7083,6.5833061,212,4373,4585
718,"2012-12-18","Fall",1,12,"No",2,"Yes","Clear",11.309151,0.409708,66.625,14.834068,433,5124,5557
719,"2012-12-19","Fall",1,12,"No",3,"Yes","Clear",7.6275,0.342162,62.5417,12.334164,333,4934,5267
720,"2012-12-20","Fall",1,12,"No",4,"Yes","Few Clouds",7.51,0.335217,66.7917,8.875021,314,3814,4128
721,"2012-12-21","Winter",1,12,"No",5,"Yes","Few Clouds",7.353349,0.301767,55.6667,25.083661,221,3402,3623
722,"2012-12-22","Winter",1,12,"No",6,"No","Clear",4.494151,0.236113,44.125,27.292182,205,1544,1749
723,"2012-12-23","Winter",1,12,"No",0,"No","Clear",3.554151,0.259471,51.5417,8.916561,408,1379,1787
724,"2012-12-24","Winter",1,12,"No",1,"Yes","Few Clouds",2.871288,0.2589,79.1304,5.1744368,174,746,920
725,"2012-12-25","Winter",1,12,"Yes",2,"No","Few Clouds",5.691288,0.294465,73.4783,11.304642,440,573,1013
726,"2012-12-26","Winter",1,12,"No",3,"Yes","Partly Cloudy",3.436651,0.220333,82.3333,21.208582,9,432,441
727,"2012-12-27","Winter",1,12,"No",4,"Yes","Few Clouds",3.945849,0.226642,65.2917,23.458911,247,1867,2114
728,"2012-12-28","Winter",1,12,"No",5,"Yes","Few Clouds",3.906651,0.255046,59,10.416557,644,2451,3095
729,"2012-12-29","Winter",1,12,"No",6,"No","Few Clouds",3.906651,0.2424,75.2917,8.333661,159,1182,1341
730,"2012-12-30","Winter",1,12,"No",0,"No","Clear",4.024151,0.2317,48.3333,23.500518,364,1432,1796
731,"2012-12-31","Winter",1,12,"No",1,"Yes","Few Clouds",2.144151,0.223487,57.75,10.374682,439,2290,2729
